Track,Artist,Album,Date Added,Year,Bro
Shield Wall,Amon Amarth,Berserker,2020-11-27T11:38:12Z,2020,Jacob
Satan Prayer,Ghost,Opus Eponymous,2020-11-27T11:38:12Z,2020,Jacob
Incense & Iron,Powerwolf,The Sacrament Of Sin,2020-11-27T11:38:12Z,2020,Jacob
Swedish Pagans,Sabaton,The Art of War (Re-Armed),2020-11-27T11:38:12Z,2020,Jacob
Battle Hymn,Manowar,Battle Hymns,2020-11-27T11:38:12Z,2020,Jacob
Cirice,Ghost,Meliora (Deluxe Edition),2020-11-27T11:38:12Z,2020,Jacob
Hurt,Oliver Tree,Do You Feel Me?,2020-11-27T11:38:12Z,2020,Jacob
Riders on the Storm,The Doors,L.A. Woman,2020-11-27T11:38:12Z,2020,Jacob
Rocky Mountain High,John Denver,Rocky Mountain High,2020-11-27T11:38:12Z,2020,Jacob
Year Zero,Ghost,Infestissumam (Deluxe Version),2020-11-27T11:38:12Z,2020,Jacob
Big Iron,Marty Robbins,Gunfighter Ballads And Trail Songs,2020-11-27T11:38:12Z,2020,Jacob
I Got a Name - Stereo Version,Jim Croce,I Got a Name,2020-11-27T11:38:12Z,2020,Jacob
(Ghost) Riders in the Sky,Johnny Cash,Silver,2020-11-27T11:38:12Z,2020,Jacob
Witch Image,Ghost,Prequelle,2020-11-27T11:38:12Z,2020,Jacob
Demons Are A Girl's Best Friend,Powerwolf,The Sacrament Of Sin,2020-11-27T11:38:12Z,2020,Jacob
Oops!...I Did It Again,Children Of Bodom,Skeletons in the Closet (US Edition),2020-11-27T11:38:12Z,2020,Jacob
Bling (Confession Of A King),The Killers,Sam's Town,2020-11-27T11:38:12Z,2020,Jacob
Square Hammer,Ghost,Meliora (Deluxe Edition),2020-11-27T11:38:12Z,2020,Jacob
"Reptar, King Of The Ozone",The Devil Wears Prada,Plagues,2020-11-27T11:38:12Z,2020,Jacob
Only for the Weak,In Flames,Clayman,2020-11-27T11:38:12Z,2020,Jacob
(Don't Fear) The Reaper,Blue Öyster Cult,Agents Of Fortune,2020-11-27T11:38:12Z,2020,Jacob
Ghuleh / Zombie Queen,Ghost,Infestissumam (Deluxe Version),2020-11-27T11:38:12Z,2020,Jacob
Far Away,José González,Red Dead Redemption Original Soundtrack,2020-11-27T11:38:12Z,2020,Jacob
Through My Eyes,In Flames,Battles,2020-11-27T11:38:12Z,2020,Jacob
El Mañana,Gorillaz,Demon Days,2020-11-27T11:38:12Z,2020,Jacob
Depth Of Satan's Eyes,Ghost,Infestissumam (Deluxe Version),2020-11-27T11:38:12Z,2020,Jacob
Fields of Verdun,Sabaton,The Great War,2020-11-27T11:38:12Z,2020,Jacob
I Am Above,In Flames,"I, The Mask",2020-11-27T11:38:12Z,2020,Jacob
Red Moon,Dance With the Dead Elliot Sloan,Loved to Death,2020-11-27T11:38:12Z,2020,Jacob
Jigolo Har Megiddo,Ghost,Infestissumam (Deluxe Version),2020-11-27T11:38:12Z,2020,Jacob
Sacred & Wild,Epica,The Sacrament Of Sin (Deluxe Version),2020-11-27T11:38:12Z,2020,Jacob
Mama Tried,Merle Haggard & The Strangers,Best Of The Best Of,2020-11-27T11:38:12Z,2020,Jacob
The Battle Of New Orleans,Johnny Horton,Johnny Horton'S Greatest Hits,2020-11-27T11:38:12Z,2020,Jacob
Smile Like You Mean It,The Killers,Hot Fuss,2020-11-27T11:38:12Z,2020,Jacob
Majesty,Ghost,Meliora (Deluxe Edition),2020-11-27T11:38:12Z,2020,Jacob
The Last Battle,Sabaton,The Last Stand,2020-11-27T11:38:12Z,2020,Jacob
Assistant To The Regional Manager,The Devil Wears Prada,With Roots Above And Branches Below (Standard Edition),2020-11-27T11:38:12Z,2020,Jacob
Bones,The Killers,Sam's Town,2020-11-27T11:38:12Z,2020,Jacob
Time,Pink Floyd,The Dark Side of the Moon,2020-11-27T11:38:12Z,2020,Jacob
Voices,In Flames,"I, The Mask",2020-11-27T11:38:12Z,2020,Jacob
Wapakalypse,The Devil Wears Prada,With Roots Above And Branches Below (Standard Edition),2020-11-27T11:38:12Z,2020,Jacob
Change Your Mind,The Killers,Hot Fuss,2020-11-27T11:38:12Z,2020,Jacob
Sunshine On My Shoulders,John Denver,"Poems, Prayers and Promises",2020-11-27T11:38:12Z,2020,Jacob
Twilight Of The Thunder God,Amon Amarth,Twilight Of The Thunder God,2020-11-27T11:38:12Z,2020,Jacob
Godzilla,Blue Öyster Cult,Spectres,2020-11-27T11:38:12Z,2020,Jacob
Sam's Town,The Killers,Sam's Town,2020-11-27T11:38:12Z,2020,Jacob
On'n'On,Justice,"Audio, Video, Disco.",2020-11-27T11:38:12Z,2020,Jacob
Still Fly,The Devil Wears Prada,Punk Goes Crunk,2020-11-27T11:38:12Z,2020,Jacob
Sanctified with Dynamite,Powerwolf,Blood of the Saints,2020-11-27T11:38:12Z,2020,Jacob
When You Were Young,The Killers,Sam's Town,2020-11-27T11:38:12Z,2020,Jacob
Rorke's Drift,Sabaton,The Last Stand,2020-11-27T11:38:12Z,2020,Jacob
Bed Of Roses,The Statler Brothers,Bed Of Roses,2020-11-27T11:38:12Z,2020,Jacob
Lone Star,Tony Marcus,Swing With Western,2020-11-27T11:38:12Z,2020,Jacob
The Race Is On,George Jones,I Get Lonely In A Hurry,2020-11-27T11:38:12Z,2020,Jacob
82nd All the Way,Sabaton,The Great War,2020-11-27T11:38:12Z,2020,Jacob
Running Gun,Marty Robbins,Gunfighter Ballads And Trail Songs,2020-11-27T11:38:12Z,2020,Jacob
Spaceman,The Killers,Day & Age (Bonus Tracks),2020-11-27T11:38:12Z,2020,Jacob
New Millennium Homes,Rage Against The Machine,The Battle Of Los Angeles,2020-11-27T11:38:12Z,2020,Jacob
Needled 24 / 7,Children Of Bodom,"Holiday At Lake Bodom, 15 Years of Wasted Youth",2020-11-27T11:38:12Z,2020,Jacob
Dance Macabre,Ghost,Prequelle,2020-11-27T11:38:12Z,2020,Jacob
This River Is Wild,The Killers,Sam's Town,2020-11-27T11:38:12Z,2020,Jacob
Bulls On Parade,Rage Against The Machine,Evil Empire,2020-11-27T11:38:12Z,2020,Jacob
Lapland,Ratatat,Ratatat,2020-11-27T11:38:12Z,2020,Jacob
Nickels Is Money Too,The Devil Wears Prada,Plagues,2020-11-27T11:38:12Z,2020,Jacob
Ithaca,Beatenberg,The Hanging Gardens Of Beatenberg,2020-11-27T11:33:05Z,2020,Bob
AUATC,Bon Iver,AUATC,2020-11-27T11:33:05Z,2020,Bob
U (Man Like),Bon Iver,"i,i",2020-11-27T11:33:05Z,2020,Bob
This Year,The Mountain Goats,The Sunset Tree,2020-11-27T11:33:05Z,2020,Bob
Getting Ready to Get Down,Josh Ritter,Sermon on the Rocks,2020-11-27T11:33:05Z,2020,Bob
Carry Me Back,Old Crow Medicine Show,Carry Me Back,2020-11-27T11:33:05Z,2020,Bob
Hot Tears,Leif Vollebekk,New Ways,2020-11-27T11:33:05Z,2020,Bob
Curls,Bibio,Ribbons,2020-11-27T11:33:05Z,2020,Bob
Girl - The Wild Honey Pie Buzzsession,Jukebox The Ghost,The Wild Honey Pie Buzzsession,2020-11-27T11:33:05Z,2020,Bob
Levi,Old Crow Medicine Show,Carry Me Back,2020-11-27T11:33:05Z,2020,Bob
Santa Barbara,Angelo De Augustine,Santa Barbara,2020-11-27T11:33:05Z,2020,Bob
Sons & Daughters,The Decemberists,The Crane Wife,2020-11-27T11:33:05Z,2020,Bob
Faith,Bon Iver,"i,i",2020-11-27T11:33:05Z,2020,Bob
I Can Hardly Speak,Bombay Bicycle Club,Spotify Singles,2020-11-27T11:33:05Z,2020,Bob
Lucky Me (feat. Great Good Fine Ok),The Knocks Great Good Fine Ok,Lucky Me (feat. Great Good Fine Ok),2020-11-27T11:33:05Z,2020,Bob
Queen Bee (Emma Original Motion Picture Soundtrack),Johnny Flynn,Queen Bee (Emma Original Motion Picture Soundtrack),2020-11-27T11:33:05Z,2020,Bob
Gratitude,Big Red Machine,Big Red Machine,2020-11-27T11:33:05Z,2020,Bob
I Can Hardly Speak,Bombay Bicycle Club,Everything Else Has Gone Wrong,2020-11-27T11:33:05Z,2020,Bob
Salem,Bon Iver,"i,i",2020-11-27T11:33:05Z,2020,Bob
Pale November Dew,The Dead Tongues,Unsung Passage,2020-11-27T11:33:05Z,2020,Bob
Carnavalintro,CHANO,El Otro,2020-11-27T11:33:05Z,2020,Bob
Lose You To Love Me,Bombay Bicycle Club Rae Morris,Spotify Singles,2020-11-27T11:33:05Z,2020,Bob
Chicago,Sufjan Stevens,Illinois,2020-11-27T11:33:05Z,2020,Bob
Hymn #101,Joe Pug,Nation of Heat EP,2020-11-27T11:33:05Z,2020,Bob
Call It Dreaming,Iron & Wine,Beast Epic,2020-11-27T11:33:05Z,2020,Bob
"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,2020-11-27T11:33:05Z,2020,Bob
Something,Sam Prekop,Who's Your New Professor,2020-11-27T11:33:05Z,2020,Bob
1922,Phil Cook,Southland Mission,2020-11-27T11:33:05Z,2020,Bob
You Can't Hurry Love,The Supremes,The Supremes A' Go-Go (Expanded Edition),2020-11-27T11:33:05Z,2020,Bob
I Believe,Andrew Rannells,The Book Of Mormon (Original Broadway Cast Recording),2020-11-27T11:33:05Z,2020,Bob
How Firm A Foundation,Maddy Prior The Carnival Band,EMMA. (Original Motion Picture Soundtrack),2020-11-27T11:33:05Z,2020,Bob
Country Life,The Watersons,For Pence And Spicy Ale,2020-11-27T11:33:05Z,2020,Bob
Dreaming,Smallpools,LOVETAP!,2020-11-27T11:33:05Z,2020,Bob
Elodie,Ten Fé,Hit the Light,2020-11-27T11:33:05Z,2020,Bob
I And Love And You,The Avett Brothers,I And Love And You,2020-11-27T11:33:05Z,2020,Bob
This Life,Vampire Weekend,Father of the Bride,2020-11-27T11:33:05Z,2020,Bob
In a River,Rostam,In a River,2020-11-27T11:33:05Z,2020,Bob
Ever Again,Robyn,Honey,2020-11-27T11:33:05Z,2020,Bob
Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,The Notorious B.I.G. Mase Diddy,Life After Death (2014 Remastered Edition),2020-11-27T11:33:05Z,2020,Bob
For Sure,Future Islands,For Sure,2020-11-27T11:33:05Z,2020,Bob
Cradle Your Device,Tom Brosseau,Grass Punks,2020-11-27T11:33:05Z,2020,Bob
"Hey, Ma",Bon Iver,"i,i",2020-11-27T11:33:05Z,2020,Bob
Lyla,Big Red Machine,Big Red Machine,2020-11-27T11:33:05Z,2020,Bob
Homecoming,Josh Ritter,Sermon on the Rocks,2020-11-27T11:33:05Z,2020,Bob
Remember Me As A Time Of Day - Remastered,Explosions In The Sky,"How Strange, Innocence (Anniversary Edition)",2020-11-27T11:33:05Z,2020,Bob
22 (OVER S??N) - Bob Moose Extended Cab Version,Bon Iver,22/10,2020-11-27T11:33:05Z,2020,Bob
Deep Green,Big Red Machine,Big Red Machine,2020-11-27T11:33:05Z,2020,Bob
Hello!,Andrew Rannells Josh Gad Rory O'Malley Kevin Duda Clark Johnsen Justin Bohon Brian Sears Scott Barnhardt Benjamin Schrader Lewis Cleale Jason Michael Snow,The Book Of Mormon (Original Broadway Cast Recording),2020-11-27T11:33:05Z,2020,Bob
Stinging Nettle,Pete Moss,Plants Rock,2020-11-27T11:33:05Z,2020,Bob
Harmony Hall,Vampire Weekend,Father of the Bride,2020-11-27T11:33:05Z,2020,Bob
Water (feat. Rostam),Ra Ra Riot Rostam,Need Your Light,2020-11-27T11:33:05Z,2020,Bob
Song for Zula,Phosphorescent,Muchacho,2020-11-27T11:33:05Z,2020,Bob
With Or Without You - Remastered,U2,The Joshua Tree (Super Deluxe),2020-11-27T11:33:05Z,2020,Bob
Pursuit Of Happiness (Nightmare),Kid Cudi MGMT Ratatat,Man On The Moon: The End Of Day,2020-11-27T11:33:05Z,2020,Bob
Ain't It So,PAPA,A Good Woman Is Hard to Find,2020-11-27T11:33:05Z,2020,Bob
Warm Foothills,alt-J,This Is All Yours,2020-11-27T11:33:05Z,2020,Bob
I Won't Run From It,Big Red Machine,Big Red Machine,2020-11-27T11:33:05Z,2020,Bob
Fire,Waxahatchee,Saint Cloud,2020-11-27T11:33:05Z,2020,Bob
Despacito,Luis Fonsi Daddy Yankee,VIDA,2020-11-27T11:33:05Z,2020,Bob
Warm Animal,Sure Sure,What's It Like?,2020-11-27T11:33:05Z,2020,Bob
Melt,Big Red Machine,Big Red Machine,2020-11-27T11:33:05Z,2020,Bob
May I Have This Dance (Remix) [feat. Chance the Rapper],Francis and the Lights Chance the Rapper,May I Have This Dance (Remix) [feat. Chance the Rapper],2020-11-27T11:33:05Z,2020,Bob
Harlem River Blues,Justin Townes Earle,Harlem River Blues,2020-11-27T11:33:05Z,2020,Bob
Jollof On The Jet,Cuppy Rema Rayvanny,Jollof On The Jet,2020-11-27T11:33:05Z,2020,Bob
2021,Vampire Weekend,Father of the Bride,2020-11-27T11:33:05Z,2020,Bob
Friends (feat. Bon Iver),Francis and the Lights Bon Iver,"Farewell, Starlite!",2020-11-27T11:33:05Z,2020,Bob
"Sonatina in C Major, Op. 36 No. 1: I. Allegro",Muzio Clementi Costantino Mastroprimiano,"Clementi: Complete Sonatas for Fortepiano, Vol. 3",2020-11-27T11:33:05Z,2020,Bob
Maid With The Flaxen Hair,Claude Debussy Boston Pops Orchestra John Williams,Pops In Love,2020-11-27T11:33:05Z,2020,Bob
Cumberland,Josh Ritter,Sermon on the Rocks,2020-11-27T11:33:05Z,2020,Bob
Sad Eyed Lady of the Lowlands (Live),Old Crow Medicine Show,50 Years of Blonde on Blonde (Live),2020-11-27T11:33:05Z,2020,Bob
Carry Me,Bombay Bicycle Club,"So Long, See You Tomorrow",2020-11-27T11:33:05Z,2020,Bob
Emma And Mr. Knightley (A Kiss Before They Wed),Isobel Waller-Bridge David Schweitzer,EMMA. (Original Motion Picture Soundtrack),2020-11-27T11:33:05Z,2020,Bob
Furr,Blitzen Trapper,Furr,2020-11-27T11:33:05Z,2020,Bob
Mr. Mistoffelees,"Andrew Lloyd Webber ""Cats"" 1983 Broadway Cast Timothy Scott Terrence Mann",Cats (Original Broadway Cast Recording / 1983),2020-11-27T11:33:05Z,2020,Bob
Good Day,Bombay Bicycle Club,Everything Else Has Gone Wrong,2020-11-27T11:33:05Z,2020,Bob
The Big Day,Chance the Rapper Francis and the Lights,The Big Day,2020-11-27T11:33:05Z,2020,Bob
A Real Hero,College & Electric Youth,A Real Hero EP,2020-11-27T11:33:05Z,2020,Bob
Falling,LÉON,LÉON,2020-11-27T11:33:05Z,2020,Bob
"Eat, Sleep, Wake (Nothing But You)",Bombay Bicycle Club,Everything Else Has Gone Wrong,2020-11-27T11:33:05Z,2020,Bob
No Devil,San Fermin,No Devil,2020-11-27T11:33:05Z,2020,Bob
This Must Be The Place,Sure Sure,Sure Sure,2020-11-27T11:33:05Z,2020,Bob
What You Said,LÉON,LÉON,2020-11-27T11:33:05Z,2020,Bob
Blues Run the Game - 2001 Remaster,Jackson C. Frank,Jackson C. Frank (2001 Remastered Version),2020-11-27T11:33:05Z,2020,Bob
Pull My Heart Away,Jack Peñate,Everything Is New,2020-11-27T11:33:05Z,2020,Bob
Oh Shenandoah,Dale Warland Singers,Blue Wheat,2020-11-27T11:33:05Z,2020,Bob
Hope Is A Heartache,LÉON,LÉON,2020-11-27T11:33:05Z,2020,Bob
City with No Children,Arcade Fire,The Suburbs,2020-11-27T11:33:05Z,2020,Bob
Fanfare for the Common Man,Aaron Copland London Symphony Orchestra,"Copland Conducts Copland - Expanded Edition (Fanfare for the Common Man, Appalachian Spring, Old American Songs (Complete), Rodeo: Four Dance Episodes)",2020-11-27T11:33:05Z,2020,Bob
Chopin - Nocturne Op. 9 No. 2 In E Flat Major,PianoDreams,PianoDreams - Originals and Classics,2020-11-27T11:33:05Z,2020,Bob
Bedroom,Litany,4 Track EP,2020-11-27T11:33:05Z,2020,Bob
A Candle’s Fire,Beirut,The Rip Tide,2020-11-27T11:33:05Z,2020,Bob
The Swimming Song,Loudon Wainwright III,Attempted Mustache,2020-11-27T11:33:05Z,2020,Bob
To Be Alone With You,Sufjan Stevens,Seven Swans,2020-11-27T11:33:05Z,2020,Bob
"12 Violin Concertos, Op. 8 ""Il cimento dell'armonia e dell'inventione"" / Concerto No. 2 in G Minor for solo violin, RV315 ""L'Estate"": 3. Presto",Antonio Vivaldi Janine Jansen Candida Thompson Henk Rubingh Julian Rachlin Maarten Jansen Stacey Watton Liz Kenny Jan Jansen,Vivaldi: The Four Seasons,2020-11-27T11:33:05Z,2020,Bob
Harder Than You Think,Public Enemy,How You Sell Soul to a Soulless People Who Sold Their Soul?,2020-11-27T11:33:05Z,2020,Bob
Freshly Laundered Linen (feat. Phox),Boom Forest Phox,Boom Forest,2020-11-27T11:33:05Z,2020,Bob
"Sugar, Sugar",The Archies,The Archies: Greatest Hits,2020-11-27T11:33:05Z,2020,Bob
La Bamba - Single Version,Ritchie Valens,Ritchie Valens,2020-11-27T11:33:05Z,2020,Bob
8 (circle),Bon Iver,"22, A Million",2020-11-27T11:33:05Z,2020,Bob
The Last Stand,Sabaton,The Last Stand,2020-11-27T11:33:05Z,2020,Bob
